Start,Finish,Label
299.97,300.23,r
300.73,300.94,r
306.46,306.68,r
307.73,308.00,r
308.76,308.96,r
309.47,309.71,r
310.37,310.59,r
311.10,311.36,r
312.09,312.36,r
312.82,313.06,r
313.59,313.81,r
314.39,314.61,r
315.04,315.34,r
315.83,316.06,r
316.55,316.81,r
317.29,317.59,r
318.03,318.29,r
318.75,319.01,r
319.51,319.80,r
320.27,320.65,r
321.15,321.36,r
321.93,322.14,r
322.73,322.92,r
323.44,323.68,r
324.18,324.43,r
324.95,325.23,r
325.72,326.00,r
326.48,326.70,r
327.27,327.51,r
328.07,328.33,r
328.75,329.01,r
329.72,329.94,r
330.38,330.68,r
331.18,331.38,r
331.86,332.12,r
332.63,332.88,r
333.41,333.64,r
334.17,334.40,r
334.96,335.24,r
335.75,336.01,r
336.53,336.75,r
337.13,337.51,r
338.06,338.34,r
338.80,339.03,r
339.57,339.77,r
340.33,340.56,r
341.17,341.39,r
341.87,342.17,r
342.61,342.94,r
343.41,343.66,r
344.20,344.47,r
344.99,345.21,r
345.77,345.99,r
346.52,346.75,r
347.27,347.54,r
347.98,348.37,r
348.78,349.08,r
349.57,349.77,r
350.33,350.54,r
351.36,351.63,r
352.17,352.46,r
352.86,353.10,r
353.80,354.14,r
359.20,359.56,r
360.03,360.51,r
361.01,361.23,r
361.92,362.13,r
362.47,362.95,r
363.82,364.06,r
364.62,364.86,r
365.62,365.84,r
366.32,366.60,r
367.02,367.29,r
367.81,368.07,r
368.56,368.82,r
369.36,369.60,r
370.10,370.38,r
370.86,371.08,r
371.54,371.79,r
372.25,372.53,r
372.98,373.24,r
373.71,374.02,r
374.51,374.73,r
375.25,375.51,r
376.05,376.26,r
376.62,377.06,r
377.53,377.77,r
378.35,378.58,r
379.11,379.37,r
379.83,380.08,r
380.56,380.88,r
381.32,381.58,r
382.10,382.34,r
382.85,383.05,r
383.57,383.84,r
384.10,384.58,r
385.13,385.34,r
385.85,386.07,r
386.62,386.83,r
387.31,387.72,r
387.98,388.44,r
388.89,389.12,r
389.59,389.80,r
390.32,390.63,r
390.95,391.38,r
391.75,391.96,r
392.47,392.69,r
393.24,393.44,r
393.96,394.21,r
394.94,395.20,r
395.88,396.12,r
396.34,397.11,r
397.11,397.55,r
398.00,398.54,r
398.69,398.97,r
399.52,399.81,r
400.24,400.83,r
400.84,401.28,r
401.79,402.11,r
402.56,402.82,r
403.29,403.56,r
403.86,404.40,r
404.71,405.19,r
405.68,406.12,r
406.40,407.01,r
407.01,407.45,r
407.93,408.19,r
408.61,408.92,r
411.24,411.70,r
411.79,412.39,r
412.45,413.08,r
413.12,413.79,r
413.91,414.57,r
414.57,415.29,r
415.35,416.13,r
416.18,416.91,r
416.95,417.65,r
417.81,418.47,r
418.56,419.19,r
419.36,419.96,r
420.13,420.58,r
421.03,421.62,r
421.83,422.17,r
422.57,422.62,r
423.42,423.79,r
424.23,424.68,r
425.09,425.46,r
425.89,426.53,r
427.10,427.32,r
427.85,428.45,r
428.64,428.87,r
429.37,429.64,r
435.00,435.35,r
435.95,436.40,r
436.76,437.28,r
437.99,438.49,r
439.07,439.43,r
439.76,440.13,r
440.77,441.20,r
441.59,441.84,r
442.59,442.85,r
443.38,443.63,r
444.19,444.58,r
444.98,445.22,r
445.78,446.07,r
446.54,446.81,r
447.37,447.64,r
448.21,448.50,r
448.96,449.23,r
449.77,450.01,r
450.50,450.89,r
451.28,451.65,r
452.02,452.52,r
452.54,453.03,r
453.51,453.88,r
454.42,454.69,r
455.28,455.56,r
456.01,456.65,r
456.65,457.10,r
457.73,457.94,r
458.50,458.95,r
459.32,459.57,r
460.12,460.38,r
460.90,461.18,r
461.71,461.96,r
462.53,462.75,r
463.23,463.75,r
464.09,464.36,r
464.79,465.09,r
465.58,466.05,r
466.05,466.64,r
467.19,467.47,r
467.95,468.22,r
468.73,469.00,r
469.29,470.01,r
470.13,470.59,r
471.21,471.65,r
471.74,472.33,r
472.76,473.24,r
473.31,473.89,r
474.03,474.72,r
474.97,475.52,r
475.52,476.22,r
476.22,476.75,r
477.21,477.57,r
477.69,478.16,r
478.60,479.21,r
479.48,479.73,r
480.17,480.42,r
480.92,481.16,r
481.69,481.90,r
482.40,482.68,r
483.16,483.63,r
489.61,489.79,r
490.23,491.04,r
491.12,491.70,r
492.18,492.78,r
493.06,493.33,r
493.79,494.13,r
494.81,495.04,r
495.52,495.79,r
496.29,496.52,r
497.09,497.29,r
497.78,498.27,r
498.31,498.94,r
499.29,499.54,r
499.81,500.45,r
500.60,501.07,r
501.59,501.82,r
502.37,502.82,r
503.10,503.57,r
503.87,504.18,r
504.63,504.92,r
505.42,505.66,r
506.17,506.40,r
506.91,507.22,r
507.68,507.93,r
508.43,508.73,r
509.22,509.45,r
509.99,510.21,r
510.76,511.01,r
511.60,511.80,r
512.26,512.49,r
512.81,513.33,r
513.80,514.08,r
514.64,514.87,r
515.36,515.60,r
516.14,516.36,r
516.93,517.17,r
517.86,518.11,r
518.57,518.84,r
519.34,519.55,r
520.07,520.28,r
520.80,521.03,r
521.60,521.82,r
522.25,522.52,r
523.08,523.33,r
523.86,524.17,r
524.59,524.89,r
525.41,525.62,r
526.11,526.42,r
526.72,527.19,r
527.69,528.12,r
528.62,528.83,r
529.31,529.56,r
529.91,530.40,r
536.46,537.02,r
537.36,537.79,r
538.51,538.89,r
539.22,539.69,r
540.14,540.43,r
540.96,541.19,r
541.83,542.10,r
542.38,543.04,r
543.58,543.81,r
544.25,544.52,r
545.04,545.26,r
545.79,546.03,r
546.48,546.73,r
547.21,547.44,r
547.95,548.22,r
548.75,548.96,r
549.42,549.71,r
550.15,550.46,r
550.93,551.35,r
551.72,552.25,r
552.25,552.72,r
553.21,553.50,r
554.02,554.30,r
554.79,555.02,r
555.47,555.71,r
556.20,556.49,r
556.98,557.38,r
557.79,558.02,r
558.53,558.93,r
559.34,559.54,r
559.86,560.40,r
560.81,561.06,r
561.51,561.82,r
562.34,562.57,r
562.78,563.29,r
563.81,564.04,r
564.47,564.83,r
565.31,565.62,r
566.15,566.37,r
567.00,567.19,r
567.68,567.92,r
568.54,568.74,r
569.26,569.49,r
569.97,570.29,r
570.79,571.01,r
571.29,571.93,r
572.32,572.67,r
572.98,573.41,r
573.78,574.14,r
587.66,587.88,r
588.23,588.68,r
597.60,598.18,r
598.72,598.92,r
599.62,600.11,r
600.38,600.85,r
601.33,601.57,r
602.38,602.61,r
603.40,603.69,r
604.26,604.49,r
605.28,605.48,r
605.88,606.24,r
606.75,607.05,r
607.53,607.83,r
608.32,608.55,r
609.05,609.30,r
609.78,610.07,r
610.67,610.95,r
611.50,611.69,r
612.23,612.47,r
612.99,613.22,r
613.76,614.02,r
614.54,614.77,r
615.32,615.60,r
616.14,616.37,r
616.88,617.14,r
617.66,617.88,r
618.46,618.68,r
619.26,619.52,r
620.05,620.26,r
620.83,621.06,r
621.61,621.90,r
622.37,622.74,r
623.13,623.64,r
623.95,624.15,r
624.72,625.19,r
625.68,625.91,r
626.44,626.86,r
627.42,627.61,r
628.19,628.50,r
628.99,629.30,r
629.87,630.41,r
631.28,632.12,r
632.12,632.56,r
633.31,633.55,r
634.07,634.30,r
634.84,635.14,r
635.62,635.96,r
636.60,636.80,r
637.45,637.66,r
638.29,638.50,r
639.10,639.35,r
639.91,640.12,r
640.75,641.01,r
641.64,641.86,r
642.41,642.68,r
649.01,649.57,r
649.96,650.42,r
651.13,651.38,r
651.68,652.10,r
652.79,653.05,r
653.51,653.82,r
654.53,654.79,r
655.26,655.54,r
656.07,656.31,r
656.84,657.12,r
657.61,658.22,r
658.52,658.78,r
659.34,659.58,r
660.08,660.33,r
660.84,661.13,r
661.67,661.88,r
662.47,662.69,r
663.28,663.53,r
663.95,664.32,r
664.85,665.11,r
665.61,665.94,r
666.45,666.73,r
667.20,667.54,r
668.07,668.33,r
668.91,669.13,r
669.62,669.91,r
670.39,670.66,r
671.95,672.24,r
672.70,673.07,r
673.53,673.73,r
674.31,674.64,r
675.17,675.49,r
675.78,676.25,r
676.73,676.98,r
677.51,677.83,r
678.32,678.53,r
679.08,679.34,r
679.89,680.30,r
680.69,680.94,r
681.46,681.72,r
682.20,682.47,r
683.00,683.35,r
683.81,684.00,r
684.61,684.80,r
685.31,685.74,r
686.12,686.32,r
686.89,687.25,r
687.55,688.01,r
688.43,688.69,r
689.21,689.66,r
690.73,691.12,r
691.40,691.72,r
692.27,692.64,r
693.00,693.39,r
693.74,694.00,r
694.57,694.83,r
700.71,701.16,r
702.21,702.46,r
703.23,703.46,r
704.19,704.41,r
704.86,705.12,r
705.85,706.04,r
706.61,706.87,r
707.39,707.68,r
708.12,708.37,r
708.89,709.16,r
709.70,709.92,r
710.37,710.68,r
711.17,711.42,r
711.98,712.17,r
712.74,712.94,r
713.50,713.78,r
714.28,714.55,r
715.03,715.27,r
715.74,716.02,r
717.32,717.56,r
718.04,718.30,r
718.86,719.12,r
719.61,719.87,r
720.32,720.58,r
721.15,721.38,r
721.86,722.10,r
722.54,722.85,r
723.31,723.60,r
724.09,724.33,r
724.81,725.10,r
725.52,725.80,r
726.25,726.50,r
727.09,727.33,r
727.77,728.17,r
728.46,728.93,r
729.36,729.70,r
730.19,730.59,r
730.93,731.24,r
731.76,732.30,r
732.65,732.91,r
733.43,733.67,r
734.19,734.64,r
734.69,735.23,r
735.64,736.07,r
737.35,737.92,r
738.18,738.43,r
738.94,739.21,r
739.73,740.00,r
740.57,740.80,r
741.26,741.52,r
742.06,742.29,r
742.88,743.15,r
743.62,744.05,r
744.46,745.08,r
745.08,745.82,r
746.04,746.27,r
753.06,753.85,r
754.00,754.77,r
755.02,755.55,r
756.00,756.20,r
756.75,756.94,r
757.65,757.91,r
758.41,758.67,r
759.44,759.66,r
760.13,760.45,r
760.85,761.17,r
761.70,761.96,r
762.46,763.02,r
763.25,763.44,r
763.94,764.24,r
764.73,765.01,r
765.25,766.00,r
766.20,766.53,r
767.02,767.30,r
767.82,768.06,r
768.57,768.84,r
769.26,769.57,r
770.13,770.63,r
770.88,771.12,r
771.60,772.09,r
772.48,772.71,r
773.20,773.68,r
774.03,774.49,r
774.50,775.23,r
775.55,776.13,r
776.37,776.61,r
777.12,777.73,r
778.15,778.35,r
778.92,779.13,r
779.41,779.87,r
780.34,780.64,r
781.13,781.54,r
781.88,782.12,r
782.63,782.89,r
783.41,783.65,r
784.12,784.53,r
784.87,785.11,r
785.70,785.90,r
786.49,786.70,r
787.40,787.88,r
788.30,788.48,r
789.03,789.27,r
789.80,790.05,r
790.65,791.02,r
791.42,791.69,r
792.15,792.62,r
792.96,793.43,r
793.55,794.24,r
794.44,794.74,r
795.29,795.76,r
796.14,796.49,r
796.82,797.30,r
797.60,797.98,r
798.43,798.64,r
799.00,799.49,r
800.12,800.34,r
800.81,801.10,r
801.40,802.03,r
802.21,802.81,r
803.14,803.39,r
803.93,804.25,r
804.67,805.17,r
805.18,805.69,r
805.92,806.43,r
806.91,807.39,r
813.00,813.49,r
814.21,814.48,r
815.19,815.42,r
815.86,816.42,r
816.82,817.03,r
817.54,817.78,r
818.46,818.77,r
819.30,819.55,r
820.03,820.33,r
820.79,821.09,r
821.60,821.87,r
822.33,822.60,r
823.04,823.35,r
823.83,824.34,r
824.62,824.92,r
825.35,825.74,r
826.18,826.51,r
827.01,827.25,r
828.31,828.92,r
829.20,829.66,r
829.98,830.53,r
830.73,830.99,r
831.47,831.97,r
832.26,832.66,r
832.91,833.39,r
833.71,834.07,r
834.19,834.67,r
835.10,835.50,r
835.89,836.42,r
836.43,836.90,r
837.43,837.64,r
838.15,838.39,r
838.85,839.11,r
839.64,839.88,r
840.26,840.75,r
840.96,841.45,r
841.97,842.24,r
842.70,842.98,r
843.48,843.99,r
844.01,844.64,r
844.95,845.42,r
845.75,846.10,r
846.53,846.87,r
847.28,847.55,r
848.12,848.32,r
848.62,849.26,r
849.65,849.98,r
850.37,850.94,r
851.23,851.45,r
851.89,852.34,r
852.73,852.96,r
853.47,853.73,r
854.00,854.60,r
862.08,862.29,r
863.00,863.22,r
863.70,864.22,r
864.67,864.87,r
865.41,865.63,r
866.33,866.60,r
867.06,867.40,r
867.91,868.14,r
868.64,868.90,r
869.38,869.64,r
870.19,870.52,r
871.09,871.30,r
871.77,872.04,r
872.54,872.86,r
873.27,873.69,r
874.18,874.37,r
874.89,875.12,r
875.64,875.94,r
876.47,876.71,r
877.19,877.48,r
877.99,878.27,r
878.73,878.99,r
879.54,879.77,r
880.32,880.78,r
881.15,881.34,r
881.90,882.14,r
882.66,883.04,r
883.44,883.65,r
884.14,884.38,r
884.91,885.19,r
885.75,885.96,r
886.46,886.79,r
887.25,887.49,r
888.11,888.33,r
888.84,889.17,r
889.53,890.14,r
890.64,890.94,r
891.45,891.70,r
892.13,892.51,r
893.02,893.56,r
893.79,894.09,r
894.53,894.76,r
895.35,895.62,r
895.91,896.44,r
896.99,897.24,r
897.81,898.07,r
898.60,898.89,r
899.32,899.79,r
900.19,900.43,r
901.07,901.59,r
901.82,902.14,r
902.77,903.03,r
908.77,909.14,r
909.92,910.17,r
910.92,911.13,r
911.64,912.04,r
912.51,912.75,r
913.43,913.68,r
914.33,914.63,r
915.10,915.37,r
915.88,916.21,r
916.56,916.83,r
917.36,917.63,r
918.15,918.38,r
918.85,919.15,r
919.61,919.89,r
920.43,920.67,r
921.15,921.40,r
921.88,922.17,r
922.64,923.10,r
923.11,923.61,r
924.16,924.37,r
924.90,925.14,r
925.37,926.07,r
926.39,926.75,r
927.28,927.50,r
928.00,928.26,r
928.77,929.07,r
929.63,929.94,r
930.11,930.65,r
931.19,931.46,r
931.98,932.23,r
932.76,932.97,r
933.32,933.79,r
934.29,934.85,r
935.13,935.34,r
935.86,936.04,r
936.61,936.85,r
937.43,937.78,r
937.78,938.43,r
938.93,939.20,r
939.69,939.99,r
940.49,940.75,r
941.41,941.66,r
942.16,942.42,r
942.93,943.22,r
943.61,943.96,r
944.53,944.72,r
945.25,945.83,r
945.83,946.28,r
946.76,947.02,r
947.51,947.75,r
948.02,948.53,r
949.08,949.33,r
956.77,957.19,r
957.64,958.11,r
958.79,959.05,r
959.51,960.00,r
960.31,960.84,r
961.19,961.43,r
962.19,962.52,r
962.95,963.18,r
963.73,963.97,r
964.45,964.72,r
965.24,965.54,r
966.12,966.32,r
966.81,967.12,r
967.62,967.85,r
968.37,968.69,r
969.19,969.44,r
969.99,970.18,r
970.61,970.93,r
971.40,971.64,r
972.14,972.38,r
972.89,973.15,r
973.63,973.92,r
974.36,974.61,r
975.16,975.36,r
975.90,976.14,r
976.62,976.94,r
977.39,977.77,r
978.14,978.44,r
978.90,979.12,r
979.68,979.94,r
980.44,980.71,r
981.28,981.47,r
982.01,982.26,r
982.77,983.00,r
983.23,983.76,r
984.25,984.63,r
985.06,985.29,r
985.81,986.02,r
986.58,986.84,r
987.34,987.77,r
988.03,988.35,r
988.87,989.12,r
989.62,990.17,r
990.60,990.82,r
991.33,991.55,r
991.88,992.39,r
992.87,993.12,r
993.63,993.93,r
994.49,994.80,r
995.28,995.59,r
996.10,996.41,r
996.93,997.16,r
997.68,998.03,r
998.21,998.69,r
1004.72,1005.33,r
1005.58,1006.02,r
1006.77,1007.27,r
1007.27,1007.69,r
1008.35,1008.64,r
1009.38,1009.59,r
1010.06,1010.61,r
1011.09,1011.29,r
1011.79,1012.05,r
1012.48,1012.77,r
1013.25,1013.48,r
1013.97,1014.21,r
1014.64,1014.92,r
1015.46,1015.68,r
1016.24,1016.46,r
1016.98,1017.23,r
1017.66,1017.94,r
1018.38,1018.62,r
1019.08,1019.37,r
1019.87,1020.14,r
1020.64,1020.90,r
1021.39,1021.69,r
1022.14,1022.40,r
1022.91,1023.18,r
1023.65,1023.91,r
1024.40,1024.65,r
1025.15,1025.53,r
1025.93,1026.17,r
1026.60,1026.87,r
1027.41,1027.63,r
1028.20,1028.41,r
1028.87,1029.15,r
1029.66,1029.92,r
1030.43,1030.69,r
1031.12,1031.42,r
1031.97,1032.18,r
1032.66,1032.93,r
1033.47,1033.88,r
1034.25,1034.49,r
1035.30,1035.52,r
1036.01,1036.25,r
1036.83,1037.04,r
1037.55,1037.78,r
1038.25,1038.51,r
1039.06,1039.29,r
1039.77,1040.08,r
1040.61,1040.83,r
1041.33,1041.60,r
1042.13,1042.35,r
1042.81,1043.08,r
1043.64,1043.84,r
1044.42,1044.65,r
1045.10,1045.42,r
1046.03,1046.21,r
1046.66,1046.92,r
1047.35,1047.65,r
1048.17,1048.45,r
1048.93,1049.16,r
1049.52,1049.75,r
1055.06,1055.52,r
1056.49,1056.71,r
1057.44,1057.68,r
1058.13,1058.43,r
1059.08,1059.33,r
1059.89,1060.11,r
1060.83,1061.03,r
1061.49,1061.75,r
1062.23,1062.53,r
1063.04,1063.28,r
1063.73,1064.01,r
1064.49,1064.79,r
1065.34,1065.57,r
1066.02,1066.31,r
1066.78,1067.04,r
1067.49,1067.74,r
1068.32,1068.59,r
1069.13,1069.37,r
1069.81,1070.10,r
1070.57,1070.86,r
1071.31,1071.58,r
1072.03,1072.28,r
1072.75,1073.01,r
1073.54,1073.84,r
1074.38,1074.60,r
1075.12,1075.35,r
1075.89,1076.13,r
1076.61,1076.88,r
1077.36,1077.62,r
1078.12,1078.35,r
1078.73,1079.11,r
1080.38,1080.84,r
1080.84,1081.32,r
1081.56,1082.08,r
1082.62,1082.86,r
1083.10,1083.60,r
1084.13,1084.38,r
1084.98,1085.21,r
1085.65,1085.88,r
1086.34,1086.93,r
1087.23,1087.49,r
1088.02,1088.29,r
1088.80,1089.09,r
1089.63,1089.90,r
1090.42,1090.69,r
1091.14,1091.44,r
1091.91,1092.23,r
1092.71,1092.96,r
1093.24,1093.76,r
1094.76,1095.39,r
1095.67,1096.20,r
1096.66,1096.90,r
1104.39,1104.68,r
1105.35,1105.58,r
1106.07,1106.60,r
1107.00,1107.23,r
1107.74,1108.00,r
1108.71,1108.96,r
1109.49,1109.99,r
1110.40,1110.72,r
1111.21,1111.46,r
1111.92,1112.20,r
1112.77,1112.97,r
1113.41,1113.95,r
1114.18,1114.44,r
1114.94,1115.22,r
1115.72,1116.04,r
1116.57,1116.82,r
1117.32,1117.56,r
1118.09,1118.35,r
1118.87,1119.12,r
1119.69,1119.92,r
1120.48,1120.66,r
1121.15,1121.38,r
1121.89,1122.15,r
1122.70,1122.96,r
1123.53,1123.72,r
1124.30,1124.57,r
1125.08,1125.37,r
1125.81,1126.21,r
1126.65,1126.95,r
1127.53,1127.77,r
1128.25,1128.55,r
1129.07,1129.28,r
1129.81,1130.06,r
1130.33,1130.92,r
1131.32,1131.78,r
1132.06,1132.59,r
1133.20,1133.46,r
1133.71,1134.22,r
1134.73,1135.08,r
1135.64,1135.97,r
1136.30,1136.82,r
1137.48,1137.73,r
1144.24,1144.96,r
1145.39,1145.67,r
1146.38,1146.66,r
1147.15,1147.33,r
1148.05,1148.40,r
1148.79,1149.06,r
1149.68,1150.12,r
1150.46,1150.79,r
1151.40,1151.58,r
1152.01,1152.35,r
1152.80,1153.05,r
1153.48,1153.77,r
1154.28,1154.54,r
1155.04,1155.26,r
1155.78,1156.00,r
1156.49,1156.92,r
1157.31,1157.54,r
1158.06,1158.33,r
1158.83,1159.11,r
1159.68,1159.87,r
1160.38,1160.61,r
1161.08,1161.35,r
1161.81,1162.11,r
1162.65,1162.85,r
1163.41,1163.61,r
1163.84,1164.50,r
1164.89,1165.13,r
1165.54,1165.82,r
1166.43,1166.68,r
1167.16,1167.48,r
1167.94,1168.21,r
1168.46,1169.16,r
1169.16,1169.90,r
1170.22,1170.46,r
1170.73,1171.24,r
1171.78,1172.03,r
1172.56,1172.78,r
1173.29,1173.74,r
1174.04,1174.49,r
1174.93,1175.14,r
1175.57,1175.99,r
1176.40,1176.62,r
1177.15,1177.42,r
1177.94,1178.19,r
1178.71,1178.98,r
1179.50,1179.75,r
1187.94,1188.38,r
1188.90,1189.14,r
1189.67,1190.25,r
1190.57,1190.79,r
1191.33,1191.64,r
1192.29,1192.57,r
1193.09,1193.49,r
1194.14,1194.34,r
1194.85,1195.08,r
1195.55,1195.86,r
1196.36,1196.63,r
1197.32,1197.55,r
1198.26,1198.48,r
1198.95,1199.20,r
1199.66,1199.95,r
1200.42,1200.66,r
1201.20,1201.44,r
1201.91,1202.15,r
1202.64,1202.93,r
1203.48,1203.69,r
1204.16,1204.46,r
1204.89,1205.17,r
1205.79,1205.99,r
1206.56,1206.82,r
1207.37,1207.57,r
1208.04,1208.30,r
1208.84,1209.08,r
1209.30,1209.79,r
1210.32,1210.52,r
1211.03,1211.26,r
1211.76,1212.02,r
1212.58,1212.79,r
1213.36,1213.61,r
1214.02,1214.24,r
1214.85,1215.10,r
1215.65,1215.87,r
1216.48,1216.68,r
1217.18,1217.59,r
1217.75,1218.29,r
1218.82,1219.16,r
1219.63,1220.14,r
1220.20,1220.69,r
1221.45,1221.65,r
1222.21,1222.47,r
1222.79,1223.52,r
1223.52,1224.01,r
