Start,Finish,Label
342.57,342.94,r
343.38,343.7,r
344.16,344.52,r
344.9,345.26,r
345.66,346.02,r
346.45,346.82,r
347.24,347.55,r
347.96,348.32,r
348.78,349.12,r
349.5,349.83,r
350.26,350.6,r
351.28,351.66,r
352.07,352.44,r
352.79,353.12,r
353.81,354.09,r
359.25,359.64,r
360.08,360.69,r
360.82,361.44,r
361.68,362.37,r
362.52,363.15,r
363.49,364.34,r
364.34,365.04,r
365.34,366.04,r
366.04,366.73,r
366.73,367.49,r
367.61,368.22,r
368.47,368.98,r
369.13,369.81,r
369.81,370.57,r
370.57,371.22,r
371.34,372.01,r
372.01,372.76,r
372.76,373.41,r
373.53,374.27,r
374.27,375.01,r
375.01,375.7,r
375.7,376.46,r
376.46,377.31,r
377.31,378.0,r
378.14,378.8,r
378.87,379.51,r
379.61,380.34,r
380.34,381.1,r
381.1,381.9,r
381.9,382.57,r
382.57,383.22,r
383.33,384.02,r
384.15,384.8,r
384.92,385.55,r
385.6,386.29,r
386.4,387.09,r
387.15,387.75,r
387.86,388.43,r
388.68,389.26,r
389.38,390.06,r
390.18,390.79,r
390.79,391.33,r
391.57,392.09,r
392.25,392.83,r
392.95,393.73,r
393.8,394.52,r
394.62,395.46,r
395.58,396.3,r
396.3,397.06,r
397.06,397.8,r
397.8,398.51,r
398.51,399.13,r
399.33,400.0,r
400.11,400.78,r
400.89,401.43,r
401.6,402.23,r
402.29,402.99,r
403.1,403.75,r
403.91,404.55,r
404.74,405.37,r
405.51,406.25,r
406.25,406.96,r
406.96,407.55,r
407.66,408.33,r
408.4,409.04,r
411.13,411.65,r
411.84,412.34,r
412.5,413.03,r
413.17,413.74,r
413.96,414.52,r
414.61,415.24,r
415.4,416.08,r
416.23,416.86,r
417.0,417.6,r
417.86,418.42,r
418.61,419.14,r
419.41,419.91,r
420.18,420.8,r
421.08,421.57,r
421.88,422.31,r
422.62,423.11,r
423.47,423.9,r
424.28,424.79,r
425.14,425.65,r
425.94,426.6,r
426.95,427.57,r
427.82,428.44,r
428.55,429.12,r
429.29,429.74,r
435.05,435.53,r
435.91,436.62,r
436.81,437.55,r
437.76,438.51,r
438.79,439.53,r
439.53,440.35,r
440.35,441.27,r
441.27,442.11,r
442.3,443.07,r
443.07,443.86,r
443.96,444.62,r
444.7,445.55,r
445.55,446.25,r
446.25,447.04,r
447.16,447.82,r
447.97,448.7,r
448.7,449.49,r
449.61,450.14,r
450.23,450.91,r
450.98,451.79,r
451.87,452.47,r
452.59,453.21,r
453.36,454.03,r
454.17,454.99,r
455.09,455.77,r
455.84,456.6,r
456.6,457.31,r
457.51,458.12,r
458.22,458.91,r
459.09,459.78,r
459.88,460.62,r
460.77,461.38,r
461.55,462.15,r
462.3,462.86,r
463.14,463.7,r
463.86,464.58,r
464.58,465.24,r
465.35,466.0,r
466.09,466.83,r
466.99,467.57,r
467.8,468.38,r
468.57,469.17,r
469.34,469.96,r
470.18,470.76,r
471.04,471.6,r
471.79,472.35,r
472.56,473.19,r
473.36,473.92,r
474.08,474.67,r
474.81,475.47,r
475.47,476.17,r
476.17,476.87,r
477.02,477.52,r
477.74,478.3,r
478.47,479.16,r
479.3,479.86,r
480.03,480.61,r
480.74,481.32,r
481.48,482.15,r
482.23,482.98,r
482.98,483.77,r
489.5,489.95,r
490.28,490.99,r
491.17,491.87,r
492.03,492.74,r
492.9,493.56,r
493.63,494.38,r
494.5,495.17,r
495.25,495.99,r
496.07,496.67,r
496.82,497.47,r
497.54,498.22,r
498.36,498.89,r
499.09,499.71,r
499.86,500.4,r
500.65,501.15,r
501.36,501.98,r
502.24,502.86,r
502.95,503.52,r
503.66,504.32,r
504.52,505.06,r
505.22,505.82,r
505.98,506.53,r
506.78,507.4,r
507.52,508.09,r
508.27,508.84,r
508.97,509.62,r
509.76,510.42,r
510.63,511.2,r
511.33,511.96,r
512.06,512.71,r
512.82,513.55,r
513.66,514.31,r
514.31,514.97,r
515.19,515.87,r
515.87,516.57,r
516.68,517.31,r
517.63,518.35,r
518.35,518.99,r
519.1,519.78,r
519.78,520.48,r
520.48,521.19,r
521.35,521.98,r
521.98,522.72,r
522.86,523.44,r
523.73,524.32,r
524.5,525.08,r
525.14,525.82,r
525.9,526.6,r
526.6,527.46,r
527.55,528.17,r
528.23,529.08,r
529.17,529.8,r
529.87,530.59,r
536.51,536.97,r
537.41,537.92,r
538.28,538.91,r
539.11,539.64,r
539.98,540.64,r
540.77,541.42,r
541.63,542.25,r
542.43,543.23,r
543.28,544.02,r
544.15,544.68,r
544.88,545.39,r
545.56,546.19,r
546.29,546.89,r
546.99,547.64,r
547.76,548.43,r
548.43,549.15,r
549.2,549.92,r
550.02,550.68,r
550.83,551.39,r
551.56,552.25,r
552.3,552.95,r
553.12,553.67,r
553.87,554.41,r
554.6,555.23,r
555.28,555.96,r
556.06,556.63,r
556.86,557.4,r
557.6,558.22,r
558.41,558.99,r
559.08,559.75,r
559.91,560.43,r
560.57,561.23,r
561.38,562.04,r
562.17,562.77,r
562.83,563.49,r
563.61,564.22,r
564.41,564.98,r
565.19,565.82,r
565.99,566.55,r
566.71,567.37,r
567.46,568.08,r
568.29,568.97,r
569.05,569.63,r
569.8,570.36,r
570.62,571.2,r
571.34,572.01,r
572.11,572.83,r
572.9,573.54,r
573.62,574.23,r
587.48,588.05,r
588.23,588.91,r
597.65,598.13,r
598.43,599.16,r
599.36,600.07,r
600.25,600.83,r
601.12,601.78,r
602.08,602.82,r
603.23,603.82,r
604.09,604.69,r
604.98,605.66,r
605.78,606.43,r
606.6,607.24,r
607.38,608.01,r
608.01,608.81,r
608.81,609.52,r
609.63,610.31,r
610.44,611.18,r
611.37,611.92,r
612.04,612.68,r
612.83,613.43,r
613.51,614.24,r
614.41,615.08,r
615.08,615.73,r
615.99,616.57,r
616.72,617.31,r
617.45,618.15,r
618.32,618.97,r
619.03,619.71,r
619.85,620.53,r
620.65,621.28,r
621.42,622.07,r
622.22,622.8,r
622.9,623.59,r
623.8,624.4,r
624.58,625.2,r
625.53,626.03,r
626.33,626.94,r
627.2,627.82,r
628.04,628.61,r
628.83,629.44,r
629.7,630.36,r
631.33,632.07,r
632.17,632.78,r
633.08,633.75,r
633.87,634.53,r
634.72,635.3,r
635.49,636.03,r
636.36,636.97,r
637.21,637.85,r
638.08,638.75,r
638.9,639.6,r
639.74,640.34,r
640.53,641.24,r
641.41,642.1,r
642.18,642.9,r
649.06,649.52,r
650.01,650.63,r
650.91,651.58,r
651.64,652.32,r
652.46,653.27,r
653.38,654.03,r
654.31,654.97,r
655.06,655.79,r
655.79,656.54,r
656.54,657.28,r
657.45,658.17,r
658.27,659.03,r
659.1,659.78,r
660.06,660.35,r
660.84,661.14,r
661.63,661.93,r
662.44,662.71,r
663.28,663.52,r
664.0,664.34,r
664.83,665.11,r
665.64,665.96,r
666.42,666.76,r
667.21,667.59,r
668.02,668.33,r
668.85,669.17,r
669.56,669.98,r
670.41,670.74,r
671.93,672.28,r
672.66,673.02,r
673.45,673.81,r
674.27,674.7,r
675.09,675.44,r
675.83,676.3,r
676.67,677.07,r
677.43,677.87,r
678.21,678.56,r
679.04,679.37,r
679.82,680.25,r
680.56,680.98,r
681.35,681.75,r
682.1,682.52,r
682.88,683.3,r
683.66,684.02,r
684.47,684.83,r
685.22,685.69,r
685.99,686.43,r
686.87,687.23,r
687.58,688.01,r
688.4,688.76,r
689.2,689.64,r
690.72,691.11,r
691.4,691.76,r
692.17,692.59,r
693.0,693.36,r
693.67,694.1,r
694.44,694.86,r
700.74,701.22,r
702.24,702.53,r
703.2,703.51,r
704.18,704.46,r
704.88,705.17,r
705.88,706.09,r
706.62,706.92,r
707.4,707.72,r
708.14,708.42,r
708.87,709.22,r
709.7,710.0,r
710.39,710.72,r
711.15,711.48,r
711.92,712.23,r
712.64,713.0,r
713.48,713.84,r
714.23,714.59,r
715.02,715.27,r
715.74,716.07,r
717.33,717.6,r
718.04,718.37,r
718.88,719.15,r
719.58,719.9,r
720.16,720.7,r
720.81,721.54,r
721.64,722.34,r
722.34,723.08,r
723.08,723.82,r
723.82,724.53,r
724.53,725.28,r
725.28,725.99,r
726.07,726.7,r
726.91,727.49,r
727.64,728.12,r
728.41,729.04,r
729.19,729.84,r
730.0,730.67,r
730.8,731.4,r
731.56,732.3,r
732.41,733.07,r
733.25,733.88,r
733.98,734.59,r
734.73,735.37,r
735.51,736.28,r
736.99,737.87,r
737.97,738.66,r
738.76,739.43,r
739.61,740.2,r
740.32,741.0,r
741.12,741.81,r
741.81,742.52,r
742.6,743.36,r
743.43,744.22,r
744.31,745.03,r
745.03,745.77,r
745.77,746.51,r
753.11,753.8,r
754.05,754.72,r
754.82,755.53,r
755.77,756.42,r
756.42,757.22,r
757.41,758.15,r
758.15,758.92,r
759.18,759.88,r
759.88,760.66,r
760.66,761.47,r
761.47,762.12,r
762.12,762.97,r
763.05,763.71,r
763.71,764.38,r
764.48,765.16,r
765.3,766.07,r
766.07,766.76,r
766.76,767.56,r
767.56,768.29,r
768.36,769.09,r
769.09,769.84,r
769.84,770.58,r
770.66,771.41,r
771.41,772.21,r
772.21,772.99,r
773.05,773.73,r
773.84,774.55,r
774.55,775.26,r
775.33,776.08,r
776.08,776.86,r
776.86,777.68,r
777.79,778.63,r
778.68,779.39,r
779.39,780.12,r
780.19,780.93,r
780.93,781.71,r
781.71,782.34,r
782.42,783.14,r
783.14,783.84,r
783.99,784.6,r
784.71,785.41,r
785.41,786.16,r
786.21,786.94,r
787.18,787.83,r
788.03,788.65,r
788.8,789.53,r
789.53,790.31,r
790.48,791.19,r
791.28,791.94,r
792.02,792.69,r
792.79,793.52,r
793.6,794.22,r
794.33,794.99,r
795.13,795.86,r
795.93,796.61,r
796.71,797.42,r
797.43,798.06,r
798.29,798.85,r
799.05,799.7,r
799.82,800.52,r
800.61,801.27,r
801.44,802.07,r
802.26,802.84,r
802.88,803.49,r
803.71,804.25,r
804.45,805.12,r
805.22,805.87,r
805.87,806.65,r
806.77,807.44,r
813.05,813.69,r
813.84,814.73,r
814.96,815.65,r
815.65,816.46,r
816.53,817.28,r
817.28,818.12,r
818.26,818.95,r
819.12,819.84,r
819.84,820.55,r
820.55,821.35,r
821.35,822.01,r
822.11,822.78,r
822.91,823.57,r
823.61,824.29,r
824.48,825.19,r
825.19,825.93,r
825.99,826.79,r
826.79,827.5,r
828.31,828.87,r
829.15,829.7,r
829.82,830.48,r
830.59,831.2,r
831.33,832.0,r
832.11,832.69,r
832.83,833.37,r
833.44,834.14,r
834.24,834.84,r
834.92,835.55,r
835.67,836.37,r
836.46,837.16,r
837.28,837.98,r
838.02,838.71,r
838.71,839.35,r
839.41,840.06,r
840.15,840.8,r
841.01,841.62,r
841.72,842.53,r
842.53,843.22,r
843.33,843.94,r
844.06,844.8,r
844.89,845.58,r
845.58,846.26,r
846.41,847.11,r
847.11,847.78,r
847.89,848.51,r
848.51,849.32,r
849.52,850.13,r
850.25,850.89,r
850.98,851.52,r
851.75,852.4,r
852.49,853.14,r
853.27,853.94,r
854.01,854.74,r
861.78,862.51,r
862.66,863.47,r
863.47,864.17,r
864.46,865.1,r
865.24,865.92,r
866.14,866.81,r
866.9,867.65,r
867.65,868.38,r
868.5,869.12,r
869.12,869.76,r
870.01,870.66,r
870.82,871.48,r
871.55,872.13,r
872.38,873.01,r
873.1,873.68,r
873.93,874.58,r
874.72,875.36,r
875.52,876.16,r
876.27,876.89,r
877.03,877.69,r
877.86,878.43,r
878.58,879.3,r
879.4,880.01,r
880.16,880.84,r
880.84,881.59,r
881.72,882.37,r
882.47,883.1,r
883.19,883.82,r
883.96,884.65,r
884.65,885.5,r
885.5,886.12,r
886.38,886.97,r
886.97,887.67,r
887.89,888.54,r
888.54,889.12,r
889.58,890.26,r
890.4,891.17,r
891.3,891.93,r
891.98,892.8,r
892.91,893.51,r
893.59,894.27,r
894.34,894.92,r
895.12,895.82,r
895.96,896.62,r
896.62,897.48,r
897.56,898.28,r
898.42,899.03,r
899.18,899.92,r
899.92,900.65,r
900.76,901.54,r
901.59,902.3,r
902.46,903.25,r
908.82,909.32,r
909.61,910.43,r
910.56,911.38,r
911.5,912.14,r
912.19,913.02,r
913.18,913.95,r
914.1,914.8,r
914.87,915.56,r
915.56,916.4,r
916.4,917.0,r
917.17,917.87,r
917.87,918.64,r
918.64,919.39,r
919.39,920.09,r
920.18,920.87,r
920.95,921.66,r
921.66,922.34,r
922.49,923.05,r
923.16,923.88,r
923.97,924.62,r
924.62,925.36,r
925.42,926.14,r
926.24,926.91,r
927.1,927.74,r
927.83,928.46,r
928.62,929.21,r
929.34,930.05,r
930.13,930.91,r
930.91,931.63,r
931.7,932.39,r
932.52,933.17,r
933.34,933.95,r
933.95,934.89,r
934.89,935.5,r
935.62,936.32,r
936.4,937.05,r
937.23,937.8,r
937.8,938.67,r
938.67,939.47,r
939.55,940.17,r
940.22,940.93,r
941.05,941.83,r
941.95,942.63,r
942.77,943.39,r
943.55,944.09,r
944.25,944.94,r
945.09,945.78,r
945.78,946.47,r
946.59,947.22,r
947.3,947.91,r
948.05,948.6,r
948.87,949.51,r
956.82,957.35,r
957.58,958.28,r
958.5,959.25,r
959.25,959.95,r
960.22,960.91,r
960.91,961.7,r
962.01,962.63,r
962.8,963.36,r
963.55,964.16,r
964.16,964.85,r
965.03,965.69,r
965.89,966.5,r
966.62,967.34,r
967.4,968.16,r
968.16,968.86,r
969.01,969.68,r
969.68,970.39,r
970.5,971.13,r
971.13,971.78,r
971.85,972.57,r
972.68,973.41,r
973.41,974.16,r
974.16,974.87,r
974.87,975.7,r
975.7,976.36,r
976.36,977.07,r
977.19,977.86,r
977.97,978.59,r
978.74,979.34,r
979.47,980.15,r
980.27,980.89,r
980.98,981.66,r
981.78,982.46,r
982.51,983.19,r
983.28,983.94,r
984.01,984.8,r
984.8,985.51,r
985.51,986.31,r
986.36,987.01,r
987.14,987.78,r
987.95,988.55,r
988.66,989.34,r
989.51,990.12,r
990.34,991.0,r
991.0,991.82,r
991.82,992.53,r
992.66,993.34,r
993.34,994.16,r
994.27,995.05,r
995.1,995.8,r
995.8,996.65,r
996.65,997.35,r
997.47,998.1,r
998.26,998.98,r
1004.77,1005.28,r
1005.63,1006.23,r
1006.45,1007.22,r
1007.22,1008.0,r
1008.15,1008.86,r
1009.08,1009.83,r
1009.83,1010.56,r
1010.79,1011.51,r
1011.51,1012.24,r
1012.3,1013.02,r
1013.02,1013.74,r
1013.74,1014.44,r
1014.44,1015.17,r
1015.3,1015.94,r
1015.99,1016.64,r
1016.71,1017.47,r
1017.47,1018.13,r
1018.13,1018.83,r
1018.83,1019.57,r
1019.76,1020.19,r
1020.59,1020.96,r
1021.34,1021.74,r
1022.08,1022.45,r
1022.87,1023.22,r
1023.62,1023.95,r
1024.36,1024.68,r
1025.14,1025.48,r
1025.87,1026.21,r
1026.57,1026.92,r
1027.32,1027.66,r
1028.07,1028.46,r
1028.8,1029.21,r
1029.58,1029.92,r
1030.41,1030.7,r
1031.14,1031.47,r
1031.86,1032.21,r
1032.59,1033.02,r
1033.43,1033.83,r
1034.18,1034.54,r
1035.23,1035.63,r
1035.96,1036.35,r
1036.73,1037.06,r
1037.46,1037.8,r
1038.22,1038.53,r
1039.03,1039.33,r
1039.76,1040.09,r
1040.56,1040.85,r
1041.28,1041.62,r
1042.1,1042.4,r
1042.81,1043.11,r
1043.53,1043.88,r
1044.33,1044.68,r
1045.08,1045.46,r
1045.88,1046.21,r
1046.66,1046.95,r
1047.36,1047.67,r
1048.14,1048.47,r
1048.82,1049.2,r
1049.44,1049.75,r
1054.98,1055.53,r
1056.42,1056.77,r
1057.34,1057.77,r
1058.13,1058.47,r
1059.01,1059.36,r
1059.79,1060.15,r
1060.7,1061.08,r
1061.47,1061.78,r
1062.24,1062.59,r
1062.95,1063.32,r
1063.73,1064.08,r
1064.49,1064.85,r
1065.28,1065.62,r
1066.0,1066.36,r
1066.72,1067.1,r
1067.49,1067.85,r
1068.3,1068.66,r
1069.1,1069.45,r
1069.79,1070.16,r
1070.56,1070.9,r
1071.3,1071.64,r
1071.95,1072.34,r
1072.74,1073.06,r
1073.5,1073.88,r
1074.29,1074.66,r
1075.02,1075.38,r
1075.8,1076.2,r
1076.63,1076.94,r
1077.31,1077.65,r
1078.02,1078.4,r
1078.78,1079.15,r
1080.13,1080.79,r
1080.79,1081.51,r
1081.51,1082.39,r
1082.39,1083.09,r
1083.09,1083.84,r
1083.84,1084.57,r
1084.72,1085.42,r
1085.51,1086.14,r
1086.2,1086.88,r
1086.88,1087.81,r
1087.81,1088.61,r
1088.61,1089.38,r
1089.46,1090.18,r
1090.18,1090.93,r
1090.93,1091.68,r
1091.81,1092.51,r
1092.51,1093.21,r
1093.23,1093.85,r
1094.72,1095.6,r
1095.72,1096.35,r
1096.45,1097.22,r
1104.16,1104.82,r
1105.03,1105.84,r
1105.84,1106.56,r
1106.76,1107.5,r
1107.5,1108.19,r
1108.4,1109.18,r
1109.35,1109.94,r
1110.17,1110.94,r
1111.0,1111.68,r
1111.68,1112.39,r
1112.39,1113.16,r
1113.16,1114.0,r
1114.0,1114.7,r
1114.7,1115.45,r
1115.45,1116.37,r
1116.37,1117.16,r
1117.16,1117.91,r
1117.91,1118.68,r
1118.68,1119.43,r
1119.43,1120.16,r
1120.29,1120.91,r
1120.91,1121.7,r
1121.7,1122.36,r
1122.49,1123.17,r
1123.28,1123.9,r
1124.09,1124.73,r
1124.96,1125.54,r
1125.62,1126.38,r
1126.54,1127.24,r
1127.34,1127.99,r
1128.1,1128.73,r
1128.73,1129.57,r
1129.65,1130.25,r
1130.38,1131.07,r
1131.37,1131.98,r
1132.07,1132.71,r
1132.93,1133.59,r
1133.76,1134.34,r
1134.57,1135.24,r
1135.46,1136.11,r
1136.27,1136.93,r
1137.21,1137.94,r
1144.29,1144.91,r
1145.18,1145.93,r
1146.18,1146.82,r
1146.94,1147.65,r
1147.83,1148.68,r
1148.68,1149.35,r
1149.44,1150.3,r
1150.3,1151.04,r
1151.04,1151.84,r
1151.84,1152.56,r
1152.56,1153.23,r
1153.23,1154.03,r
1154.03,1154.79,r
1154.79,1155.48,r
1155.48,1156.29,r
1156.29,1157.01,r
1157.01,1157.72,r
1157.72,1158.6,r
1158.6,1159.38,r
1159.38,1160.08,r
1160.08,1160.88,r
1160.88,1161.64,r
1161.64,1162.37,r
1162.37,1163.09,r
1163.09,1163.89,r
1163.89,1164.54,r
1164.54,1165.34,r
1165.34,1166.16,r
1166.16,1166.82,r
1166.82,1167.68,r
1167.68,1168.39,r
1168.39,1169.2,r
1169.2,1169.96,r
1169.96,1170.62,r
1170.62,1171.43,r
1171.43,1172.22,r
1172.22,1173.02,r
1173.02,1173.8,r
1173.8,1174.62,r
1174.62,1175.37,r
1175.37,1176.16,r
1176.16,1176.89,r
1176.89,1177.7,r
1177.7,1178.46,r
1178.46,1179.18,r
1179.18,1179.96,r
1187.77,1188.41,r
1188.62,1189.45,r
1189.45,1190.2,r
1190.42,1191.18,r
1191.18,1191.85,r
1192.15,1192.86,r
1192.86,1193.74,r
1193.74,1194.51,r
1194.51,1195.25,r
1195.25,1196.15,r
1196.15,1197.03,r
1197.03,1197.9,r
1197.9,1198.67,r
1198.67,1199.57,r
1199.57,1200.24,r
1200.24,1200.8,r
1201.0,1201.69,r
1201.69,1202.38,r
1202.38,1203.28,r
1203.28,1204.01,r
1204.01,1204.68,r
1204.68,1205.53,r
1205.53,1206.2,r
1206.2,1207.05,r
1207.05,1207.8,r
1207.8,1208.53,r
1208.53,1209.34,r
1209.34,1210.15,r
1210.15,1210.84,r
1210.84,1211.6,r
1211.6,1212.32,r
1212.32,1213.16,r
1213.16,1213.84,r
1213.84,1214.59,r
1214.59,1215.26,r
1215.42,1216.09,r
1216.09,1216.9,r
1217.05,1217.65,r
1217.77,1218.42,r
1218.61,1219.3,r
1219.51,1220.09,r
1220.25,1220.94,r
1221.18,1221.85,r
1222.03,1222.67,r
1222.79,1223.47,r
1223.55,1224.16,r
