Start,Finish,Label
3220.24,3220.83,r
3220.84,3221.28,r
3221.79,3222.11,r
3222.56,3222.82,r
3223.29,3223.56,r
3223.86,3224.40,r
3224.71,3225.19,r
3225.68,3226.12,r
3226.40,3227.01,r
3227.01,3227.45,r
3227.93,3228.19,r
3228.61,3228.92,r
3231.24,3231.70,r
3231.79,3232.39,r
3232.45,3233.08,r
3233.12,3233.79,r
3233.91,3234.57,r
3234.57,3235.29,r
3235.35,3236.13,r
3236.18,3236.91,r
3236.95,3237.65,r
3237.81,3238.47,r
3238.56,3239.19,r
3239.36,3239.96,r
3240.13,3240.58,r
3241.03,3241.62,r
3241.83,3242.17,r
3242.57,3242.62,r
3243.42,3243.79,r
3244.23,3244.68,r
3245.09,3245.46,r
3245.89,3246.53,r
3247.10,3247.32,r
3247.85,3248.45,r
3248.64,3248.87,r
3249.37,3249.64,r
3255.00,3255.35,r
3255.95,3256.40,r
3256.76,3257.28,r
3257.99,3258.49,r
3259.07,3259.43,r
3259.76,3260.13,r
3260.77,3261.20,r
3261.59,3261.84,r
3262.59,3262.85,r
3263.38,3263.63,r
3264.19,3264.58,r
3264.98,3265.22,r
3265.78,3266.07,r
3266.54,3266.81,r
3267.37,3267.64,r
3268.21,3268.50,r
3268.96,3269.23,r
3269.77,3270.01,r
3270.50,3270.89,r
3271.28,3271.65,r
3272.02,3272.52,r
3272.54,3273.03,r
3273.51,3273.88,r
3274.42,3274.69,r
3275.28,3275.56,r
3276.01,3276.65,r
3276.65,3277.10,r
3277.73,3277.94,r
3278.50,3278.95,r
3279.32,3279.57,r
3280.12,3280.38,r
3280.90,3281.18,r
3281.71,3281.96,r
3282.53,3282.75,r
3283.23,3283.75,r
3284.09,3284.36,r
3284.79,3285.09,r
3285.58,3286.05,r
3286.05,3286.64,r
3287.19,3287.47,r
3287.95,3288.22,r
3288.73,3289.00,r
3289.29,3290.01,r
3290.13,3290.59,r
3291.21,3291.65,r
3291.74,3292.33,r
3292.76,3293.24,r
3293.31,3293.89,r
3294.03,3294.72,r
3294.97,3295.52,r
3295.52,3296.22,r
3296.22,3296.75,r
3297.21,3297.57,r
3297.69,3298.16,r
3298.60,3299.21,r
3299.48,3299.73,r
3300.17,3300.42,r
3300.92,3301.16,r
3301.69,3301.90,r
3302.40,3302.68,r
3303.16,3303.63,r
3309.61,3309.79,r
3310.23,3311.04,r
3311.12,3311.70,r
3312.18,3312.78,r
3313.06,3313.33,r
3313.79,3314.13,r
3314.81,3315.04,r
3315.52,3315.79,r
3316.29,3316.52,r
3317.09,3317.29,r
3317.78,3318.27,r
3318.31,3318.94,r
3319.29,3319.54,r
3319.81,3320.45,r
3320.60,3321.07,r
3321.59,3321.82,r
3322.37,3322.82,r
3323.10,3323.57,r
3323.87,3324.18,r
3324.63,3324.92,r
3325.42,3325.66,r
3326.17,3326.40,r
3326.91,3327.22,r
3327.68,3327.93,r
3328.43,3328.73,r
3329.22,3329.45,r
3329.99,3330.21,r
3330.76,3331.01,r
3331.60,3331.80,r
3332.26,3332.49,r
3332.81,3333.33,r
3333.80,3334.08,r
3334.64,3334.87,r
3335.36,3335.60,r
3336.14,3336.36,r
3336.93,3337.17,r
3337.86,3338.11,r
3338.57,3338.84,r
3339.34,3339.55,r
3340.07,3340.28,r
3340.80,3341.03,r
3341.60,3341.82,r
3342.25,3342.52,r
3343.08,3343.33,r
3343.86,3344.17,r
3344.59,3344.89,r
3345.41,3345.62,r
3346.11,3346.42,r
3346.72,3347.19,r
3347.69,3348.12,r
3348.62,3348.83,r
3349.31,3349.56,r
3349.91,3350.40,r
3356.46,3357.02,r
3357.36,3357.79,r
3358.51,3358.89,r
3359.22,3359.69,r
3360.14,3360.43,r
3360.96,3361.19,r
3361.83,3362.10,r
3362.38,3363.04,r
3363.58,3363.81,r
3364.25,3364.52,r
3365.04,3365.26,r
3365.79,3366.03,r
3366.48,3366.73,r
3367.21,3367.44,r
3367.95,3368.22,r
3368.75,3368.96,r
3369.42,3369.71,r
3370.15,3370.46,r
3370.93,3371.35,r
3371.72,3372.25,r
3372.25,3372.72,r
3373.21,3373.50,r
3374.02,3374.30,r
3374.79,3375.02,r
3375.47,3375.71,r
3376.20,3376.49,r
3376.98,3377.38,r
3377.79,3378.02,r
3378.53,3378.93,r
3379.34,3379.54,r
3379.86,3380.40,r
3380.81,3381.06,r
3381.51,3381.82,r
3382.34,3382.57,r
3382.78,3383.29,r
3383.81,3384.04,r
3384.47,3384.83,r
3385.31,3385.62,r
3386.15,3386.37,r
3387.00,3387.19,r
3387.68,3387.92,r
3388.54,3388.74,r
3389.26,3389.49,r
3389.97,3390.29,r
3390.79,3391.01,r
3391.29,3391.93,r
3392.32,3392.67,r
3392.98,3393.41,r
3393.78,3394.14,r
3407.66,3407.88,r
3408.23,3408.68,r
3417.60,3418.18,r
3418.72,3418.92,r
3419.62,3420.11,r
3420.38,3420.85,r
3421.33,3421.57,r
3422.38,3422.61,r
3423.40,3423.69,r
3424.26,3424.49,r
3425.28,3425.48,r
3425.88,3426.24,r
3426.75,3427.05,r
3427.53,3427.83,r
3428.32,3428.55,r
3429.05,3429.30,r
3429.78,3430.07,r
3430.67,3430.95,r
3431.50,3431.69,r
3432.23,3432.47,r
3432.99,3433.22,r
3433.76,3434.02,r
3434.54,3434.77,r
3435.32,3435.60,r
3436.14,3436.37,r
3436.88,3437.14,r
3437.66,3437.88,r
3438.46,3438.68,r
3439.26,3439.52,r
3440.05,3440.26,r
3440.83,3441.06,r
3441.61,3441.90,r
3442.37,3442.74,r
3443.13,3443.64,r
3443.95,3444.15,r
3444.72,3445.19,r
3445.68,3445.91,r
3446.44,3446.86,r
3447.42,3447.61,r
3448.19,3448.50,r
3448.99,3449.30,r
3449.87,3450.41,r
3451.28,3452.12,r
3452.12,3452.56,r
3453.31,3453.55,r
3454.07,3454.30,r
3454.84,3455.14,r
3455.62,3455.96,r
3456.60,3456.80,r
3457.45,3457.66,r
3458.29,3458.50,r
3459.10,3459.35,r
3459.91,3460.12,r
3460.75,3461.01,r
3461.64,3461.86,r
3462.41,3462.68,r
3469.01,3469.57,r
3469.96,3470.42,r
3471.13,3471.38,r
3471.68,3472.10,r
3472.79,3473.05,r
3473.51,3473.82,r
3474.53,3474.79,r
3475.26,3475.54,r
3476.07,3476.31,r
3476.84,3477.12,r
3477.61,3478.22,r
3478.52,3478.78,r
3479.34,3479.58,r
3480.08,3480.33,r
3480.84,3481.13,r
3481.67,3481.88,r
3482.47,3482.69,r
3483.28,3483.53,r
3483.95,3484.32,r
3484.85,3485.11,r
3485.61,3485.94,r
3486.45,3486.73,r
3487.20,3487.54,r
3488.07,3488.33,r
3488.91,3489.13,r
3489.62,3489.91,r
3490.39,3490.66,r
3491.95,3492.24,r
3492.70,3493.07,r
3493.53,3493.73,r
3494.31,3494.64,r
3495.17,3495.49,r
3495.78,3496.25,r
3496.73,3496.98,r
3497.51,3497.83,r
3498.32,3498.53,r
3499.08,3499.34,r
3499.89,3500.30,r
3500.69,3500.94,r
3501.46,3501.72,r
3502.20,3502.47,r
3503.00,3503.35,r
3503.81,3504.00,r
3504.61,3504.80,r
3505.31,3505.74,r
3506.12,3506.32,r
3506.89,3507.25,r
3507.55,3508.01,r
3508.43,3508.69,r
3509.21,3509.66,r
3510.73,3511.12,r
3511.40,3511.72,r
3512.27,3512.64,r
3513.00,3513.39,r
3513.74,3514.00,r
3514.57,3514.83,r
3520.71,3521.16,r
3522.21,3522.46,r
3523.23,3523.46,r
3524.19,3524.41,r
3524.86,3525.12,r
3525.85,3526.04,r
3526.61,3526.87,r
3527.39,3527.68,r
3528.12,3528.37,r
3528.89,3529.16,r
3529.70,3529.92,r
3530.37,3530.68,r
3531.17,3531.42,r
3531.98,3532.17,r
3532.74,3532.94,r
3533.50,3533.78,r
3534.28,3534.55,r
3535.03,3535.27,r
3535.74,3536.02,r
3537.32,3537.56,r
3538.04,3538.30,r
3538.86,3539.12,r
3539.61,3539.87,r
3540.32,3540.58,r
3541.15,3541.38,r
3541.86,3542.10,r
3542.54,3542.85,r
3543.31,3543.60,r
3544.09,3544.33,r
3544.81,3545.10,r
3545.52,3545.80,r
3546.25,3546.50,r
3547.09,3547.33,r
3547.77,3548.17,r
3548.46,3548.93,r
3549.36,3549.70,r
3550.19,3550.59,r
3550.93,3551.24,r
3551.76,3552.30,r
3552.65,3552.91,r
3553.43,3553.67,r
3554.19,3554.64,r
3554.69,3555.23,r
3555.64,3556.07,r
3557.35,3557.92,r
3558.18,3558.43,r
3558.94,3559.21,r
3559.73,3560.00,r
3560.57,3560.80,r
3561.26,3561.52,r
3562.06,3562.29,r
3562.88,3563.15,r
3563.62,3564.05,r
3564.46,3565.08,r
3565.08,3565.82,r
3566.04,3566.27,r
3573.06,3573.85,r
3574.00,3574.77,r
3575.02,3575.55,r
3576.00,3576.20,r
3576.75,3576.94,r
3577.65,3577.91,r
3578.41,3578.67,r
3579.44,3579.66,r
3580.13,3580.45,r
3580.85,3581.17,r
3581.70,3581.96,r
3582.46,3583.02,r
3583.25,3583.44,r
3583.94,3584.24,r
3584.73,3585.01,r
3585.25,3586.00,r
3586.20,3586.53,r
3587.02,3587.30,r
3587.82,3588.06,r
3588.57,3588.84,r
3589.26,3589.57,r
3590.13,3590.63,r
3590.88,3591.12,r
3591.60,3592.09,r
3592.48,3592.71,r
3593.20,3593.68,r
3594.03,3594.49,r
3594.50,3595.23,r
3595.55,3596.13,r
3596.37,3596.61,r
3597.12,3597.73,r
3598.15,3598.35,r
3598.92,3599.13,r
3599.41,3599.87,r
3600.34,3600.64,r
3601.13,3601.54,r
3601.88,3602.12,r
3602.63,3602.89,r
3603.41,3603.65,r
3604.12,3604.53,r
3604.87,3605.11,r
3605.70,3605.90,r
3606.49,3606.70,r
3607.40,3607.88,r
3608.30,3608.48,r
3609.03,3609.27,r
3609.80,3610.05,r
3610.65,3611.02,r
3611.42,3611.69,r
3612.15,3612.62,r
3612.96,3613.43,r
3613.55,3614.24,r
3614.44,3614.74,r
3615.29,3615.76,r
3616.14,3616.49,r
3616.82,3617.30,r
3617.60,3617.98,r
3618.43,3618.64,r
3619.00,3619.49,r
3620.12,3620.34,r
3620.81,3621.10,r
3621.40,3622.03,r
3622.21,3622.81,r
3623.14,3623.39,r
3623.93,3624.25,r
3624.67,3625.17,r
3625.18,3625.69,r
3625.92,3626.43,r
3626.91,3627.39,r
3633.00,3633.49,r
3634.21,3634.48,r
3635.19,3635.42,r
3635.86,3636.42,r
3636.82,3637.03,r
3637.54,3637.78,r
3638.46,3638.77,r
3639.30,3639.55,r
3640.03,3640.33,r
3640.79,3641.09,r
3641.60,3641.87,r
3642.33,3642.60,r
3643.04,3643.35,r
3643.83,3644.34,r
3644.62,3644.92,r
3645.35,3645.74,r
3646.18,3646.51,r
3647.01,3647.25,r
3648.31,3648.92,r
3649.20,3649.66,r
3649.98,3650.53,r
3650.73,3650.99,r
3651.47,3651.97,r
3652.26,3652.66,r
3652.91,3653.39,r
3653.71,3654.07,r
3654.19,3654.67,r
3655.10,3655.50,r
3655.89,3656.42,r
3656.43,3656.90,r
3657.43,3657.64,r
3658.15,3658.39,r
3658.85,3659.11,r
3659.64,3659.88,r
3660.26,3660.75,r
3660.96,3661.45,r
3661.97,3662.24,r
3662.70,3662.98,r
3663.48,3663.99,r
3664.01,3664.64,r
3664.95,3665.42,r
3665.75,3666.10,r
3666.53,3666.87,r
3667.28,3667.55,r
3668.12,3668.32,r
3668.62,3669.26,r
3669.65,3669.98,r
3670.37,3670.94,r
3671.23,3671.45,r
3671.89,3672.34,r
3672.73,3672.96,r
3673.47,3673.73,r
3674.00,3674.60,r
3682.08,3682.29,r
3683.00,3683.22,r
3683.70,3684.22,r
3684.67,3684.87,r
3685.41,3685.63,r
3686.33,3686.60,r
3687.06,3687.40,r
3687.91,3688.14,r
3688.64,3688.90,r
3689.38,3689.64,r
3690.19,3690.52,r
3691.09,3691.30,r
3691.77,3692.04,r
3692.54,3692.86,r
3693.27,3693.69,r
3694.18,3694.37,r
3694.89,3695.12,r
3695.64,3695.94,r
3696.47,3696.71,r
3697.19,3697.48,r
3697.99,3698.27,r
3698.73,3698.99,r
3699.54,3699.77,r
3700.32,3700.78,r
3701.15,3701.34,r
3701.90,3702.14,r
3702.66,3703.04,r
3703.44,3703.65,r
3704.14,3704.38,r
3704.91,3705.19,r
3705.75,3705.96,r
3706.46,3706.79,r
3707.25,3707.49,r
3708.11,3708.33,r
3708.84,3709.17,r
3709.53,3710.14,r
3710.64,3710.94,r
3711.45,3711.70,r
3712.13,3712.51,r
3713.02,3713.56,r
3713.79,3714.09,r
3714.53,3714.76,r
3715.35,3715.62,r
3715.91,3716.44,r
3716.99,3717.24,r
3717.81,3718.07,r
3718.60,3718.89,r
3719.32,3719.79,r
3720.19,3720.43,r
3721.07,3721.59,r
3721.82,3722.14,r
3722.77,3723.03,r
3728.77,3729.14,r
3729.92,3730.17,r
3730.92,3731.13,r
3731.64,3732.04,r
3732.51,3732.75,r
3733.43,3733.68,r
3734.33,3734.63,r
3735.10,3735.37,r
3735.88,3736.21,r
3736.56,3736.83,r
3737.36,3737.63,r
3738.15,3738.38,r
3738.85,3739.15,r
3739.61,3739.89,r
3740.43,3740.67,r
3741.15,3741.40,r
3741.88,3742.17,r
3742.64,3743.10,r
3743.11,3743.61,r
3744.16,3744.37,r
3744.90,3745.14,r
3745.37,3746.07,r
3746.39,3746.75,r
3747.28,3747.50,r
3748.00,3748.26,r
3748.77,3749.07,r
3749.63,3749.94,r
3750.11,3750.65,r
3751.19,3751.46,r
3751.98,3752.23,r
3752.76,3752.97,r
3753.32,3753.79,r
3754.29,3754.85,r
3755.13,3755.34,r
3755.86,3756.04,r
3756.61,3756.85,r
3757.43,3757.78,r
3757.78,3758.43,r
3758.93,3759.20,r
3759.69,3759.99,r
3760.49,3760.75,r
3761.41,3761.66,r
3762.16,3762.42,r
3762.93,3763.22,r
3763.61,3763.96,r
3764.53,3764.72,r
3765.25,3765.83,r
3765.83,3766.28,r
3766.76,3767.02,r
3767.51,3767.75,r
3768.02,3768.53,r
3769.08,3769.33,r
3776.77,3777.19,r
3777.64,3778.11,r
3778.79,3779.05,r
3779.51,3780.00,r
3780.31,3780.84,r
3781.19,3781.43,r
3782.19,3782.52,r
3782.95,3783.18,r
3783.73,3783.97,r
3784.45,3784.72,r
3785.24,3785.54,r
3786.12,3786.32,r
3786.81,3787.12,r
3787.62,3787.85,r
3788.37,3788.69,r
3789.19,3789.44,r
3789.99,3790.18,r
3790.61,3790.93,r
3791.40,3791.64,r
3792.14,3792.38,r
3792.89,3793.15,r
3793.63,3793.92,r
3794.36,3794.61,r
3795.16,3795.36,r
3795.90,3796.14,r
3796.62,3796.94,r
3797.39,3797.77,r
3798.14,3798.44,r
3798.90,3799.12,r
3799.68,3799.94,r
3800.44,3800.71,r
3801.28,3801.47,r
3802.01,3802.26,r
3802.77,3803.00,r
3803.23,3803.76,r
3804.25,3804.63,r
3805.06,3805.29,r
3805.81,3806.02,r
3806.58,3806.84,r
3807.34,3807.77,r
3808.03,3808.35,r
3808.87,3809.12,r
3809.62,3810.17,r
3810.60,3810.82,r
3811.33,3811.55,r
3811.88,3812.39,r
3812.87,3813.12,r
3813.63,3813.93,r
3814.49,3814.80,r
3815.28,3815.59,r
3816.10,3816.41,r
3816.93,3817.16,r
3817.68,3818.03,r
3818.21,3818.69,r
3824.72,3825.33,r
3825.58,3826.02,r
3826.77,3827.27,r
3827.27,3827.69,r
3828.35,3828.64,r
3829.38,3829.59,r
3830.06,3830.61,r
3831.09,3831.29,r
3831.79,3832.05,r
3832.48,3832.77,r
3833.25,3833.48,r
3833.97,3834.21,r
3834.64,3834.92,r
3835.46,3835.68,r
3836.24,3836.46,r
3836.98,3837.23,r
3837.66,3837.94,r
3838.38,3838.62,r
3839.08,3839.37,r
3839.87,3840.14,r
3840.64,3840.90,r
3841.39,3841.69,r
3842.14,3842.40,r
3842.91,3843.18,r
3843.65,3843.91,r
3844.40,3844.65,r
3845.15,3845.53,r
3845.93,3846.17,r
3846.60,3846.87,r
3847.41,3847.63,r
3848.20,3848.41,r
3848.87,3849.15,r
3849.66,3849.92,r
3850.43,3850.69,r
3851.12,3851.42,r
3851.97,3852.18,r
3852.66,3852.93,r
3853.47,3853.88,r
3854.25,3854.49,r
3855.30,3855.52,r
3856.01,3856.25,r
3856.83,3857.04,r
3857.55,3857.78,r
3858.25,3858.51,r
3859.06,3859.29,r
3859.77,3860.08,r
3860.61,3860.83,r
3861.33,3861.60,r
3862.13,3862.35,r
3862.81,3863.08,r
3863.64,3863.84,r
3864.42,3864.65,r
3865.10,3865.42,r
3866.03,3866.21,r
3866.66,3866.92,r
3867.35,3867.65,r
3868.17,3868.45,r
3868.93,3869.16,r
3869.52,3869.75,r
3875.06,3875.52,r
3876.49,3876.71,r
3877.44,3877.68,r
